238.000	5.358	5.331
239.000	5.143	5.115
240.000	4.997	4.969
241.000	4.782	4.754
242.000	4.567	4.538
243.000	4.351	4.323
244.000	4.139	4.109
245.000	3.924	3.895
246.000	3.711	3.681
247.000	3.498	3.468
248.000	3.288	3.258
249.000	3.075	3.045
250.000	2.859	2.828
210.000	10.240	10.219
211.000	10.238	10.218
212.000	10.250	10.229
213.000	10.251	10.230
214.000	10.246	10.225
215.000	10.243	10.222
216.000	10.075	10.055
217.000	9.854	9.833
218.000	9.632	9.610
219.000	9.409	9.387
220.000	9.192	9.170
221.000	8.972	8.950
222.000	8.754	8.731
223.000	8.533	8.511
224.000	8.390	8.367
225.000	8.173	8.149
226.000	7.955	7.931
227.000	7.737	7.712
228.000	7.519	7.494
229.000	7.303	7.278
230.000	7.087	7.062
231.000	6.870	6.845
232.000	6.654	6.628
233.000	6.436	6.410
234.000	6.222	6.195
235.000	6.005	5.979
236.000	5.790	5.763
237.000	5.573	5.546
238.000	5.358	5.330
239.000	5.143	5.115
240.000	4.996	4.968
241.000	4.782	4.754
242.000	4.567	4.538
243.000	4.352	4.323
244.000	4.139	4.109
245.000	3.925	3.895
246.000	3.712	3.682
247.000	3.499	3.469
248.000	3.287	3.257
249.000	3.076	3.046
250.000	2.858	2.828
210.000	10.251	10.230
211.000	10.255	10.234
212.000	10.252	10.232
213.000	10.250	10.230
214.000	10.229	10.208
215.000	10.228	10.208
216.000	10.078	10.057
217.000	9.853	9.831
218.000	9.632	9.611
219.000	9.411	9.390
220.000	9.192	9.170
221.000	8.970	8.948
222.000	8.754	8.731
223.000	8.535	8.513
224.000	8.390	8.367
225.000	8.171	8.147
226.000	7.953	7.929
227.000	7.738	7.713
228.000	7.521	7.496
229.000	7.302	7.277
230.000	7.086	7.060
231.000	6.869	6.843
232.000	6.654	6.628
233.000	6.438	6.411
234.000	6.222	6.195
235.000	6.004	5.977
236.000	5.788	5.761
237.000	5.574	5.547
238.000	5.359	5.331
239.000	5.143	5.115
240.000	4.996	4.968
241.000	4.781	4.753
242.000	4.567	4.539
243.000	4.353	4.324
244.000	4.139	4.109
245.000	3.925	3.895
246.000	3.711	3.681
247.000	3.499	3.469
248.000	3.288	3.257
249.000	3.076	3.046
250.000	2.859	2.828
210.000	10.258	10.238
211.000	10.257	10.236
212.000	10.254	10.233
213.000	10.234	10.214
214.000	10.229	10.209
215.000	10.230	10.209
216.000	10.079	10.058
217.000	9.855	9.834
218.000	9.633	9.611
219.000	9.409	9.388
220.000	9.192	9.170
221.000	8.971	8.949
222.000	8.755	8.732
223.000	8.536	8.513
224.000	8.390	8.367
225.000	8.171	8.147
226.000	7.955	7.931
227.000	7.738	7.713
228.000	7.519	7.494
229.000	7.302	7.277
230.000	7.087	7.062
231.000	6.869	6.843
232.000	6.653	6.627
233.000	6.438	6.412
234.000	6.222	6.195
235.000	6.006	5.979
236.000	5.790	5.763
237.000	5.573	5.545
238.000	5.357	5.330
239.000	5.143	5.115
240.000	4.997	4.968
241.000	4.781	4.752
242.000	4.567	4.539
243.000	4.352	4.323
244.000	4.139	4.109
245.000	3.925	3.895
246.000	3.712	3.682
247.000	3.499	3.469
248.000	3.287	3.257
249.000	3.076	3.046
250.000	2.859	2.829
210.000	10.254	10.234
211.000	10.255	10.234
212.000	10.253	10.233
213.000	10.245	10.225
214.000	10.248	10.227
215.000	10.244	10.223
216.000	10.075	10.055
217.000	9.854	9.833
218.000	9.632	9.611
219.000	9.411	9.390
220.000	9.192	9.170
221.000	8.972	8.950
222.000	8.752	8.729
223.000	8.533	8.511
224.000	8.390	8.367
225.000	8.173	8.149
226.000	7.953	7.929
227.000	7.736	7.712
228.000	7.521	7.496
229.000	7.303	7.279
230.000	7.087	7.062
231.000	6.870	6.845
232.000	6.652	6.627
233.000	6.438	6.412
234.000	6.222	6.195
235.000	6.005	5.979
236.000	5.789	5.762
